-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
-0.00, 0.00
0.00, 0.00
0.00, -0.00
0.00, -0.00
0.00, 0.00
0.00, 0.00
0.00, -0.00
-0.00, -0.00
-0.00, -0.00
0.00, 0.00
0.00, -0.00
0.00, -0.00
0.00, 0.00
-0.00, -0.00
-0.00, 0.00
-0.00, -0.00
-0.00, 0.00
-0.00, 0.00
-6.28, -0.01
-6.62, -0.01
-5.44, -0.01
-2.21, -0.00
-2.93, -0.02
-1.94, 0.01
-3.06, -0.00
-3.00, -0.00
-4.47, -0.01
-3.74, 0.01
-2.78, 0.00
-2.49, -0.00
-2.57, -0.00
-2.81, -0.00
-2.34, -0.00
-0.99, 0.00
-0.04, -0.00
0.56, 0.00
0.86, 0.00
0.84, 0.00
0.49, 0.00
0.50, 0.00
0.63, -0.00
0.68, 0.00
0.72, 0.00
0.74, 0.00
0.68, 0.00
0.52, 0.00
0.17, -0.00
-0.48, -0.00
-1.14, -0.00
-1.52, -0.00
-1.30, -0.00
-1.75, 0.00
-2.34, -0.00
-2.59, -0.00
-2.60, 0.00
-2.35, 0.00
-2.05, -0.00
-1.72, -0.00
-1.10, -0.00
-0.36, 0.00
-0.17, -0.00
-1.11, 0.00
-2.97, -0.00
-3.86, 0.00
-2.25, -0.00
-0.69, -0.00
-0.18, -0.00
-0.50, 0.01
-0.59, 0.00
0.14, -0.00
0.75, 0.00
-0.02, 0.00
-1.30, -0.01
-1.86, 0.00
-1.82, -0.00
-1.12, 0.00
0.21, -0.00
0.81, 0.01
0.02, 0.00
-0.68, -0.00
-1.21, 0.00
-2.57, -0.00
-3.54, 0.00
-3.52, -0.00
-1.85, 0.00
0.49, -0.02
2.56, -0.04
3.88, -0.03
3.92, -0.01
3.99, 0.01
4.00, 0.01
3.30, 0.01
2.50, 0.01
2.48, 0.01
1.83, 0.01
1.50, 0.01
1.07, 0.00
1.06, 0.00
-0.15, 0.00
-0.85, 0.00
-1.89, -0.00
-1.47, 0.00
-1.49, 0.00
-1.40, 0.00
-2.22, -0.00
-2.56, -0.00
-2.46, -0.00
-2.02, -0.00
-1.45, 0.00
0.80, 0.00
2.23, 0.00
3.23, 0.00
3.36, 0.00
3.56, 0.00
3.25, 0.00
3.04, 0.00
2.23, 0.00
2.36, 0.00
1.80, 0.00
2.08, 0.00
1.54, 0.00
1.86, 0.00
1.15, 0.00
0.96, 0.00
-0.20, 0.00
-0.44, 0.00
-1.51, -0.00
-1.16, -0.00
-0.73, 0.00
0.41, 0.00
0.28, 0.00
0.37, 0.00
-0.70, 0.00
-0.76, 0.00
-1.49, 0.00
-1.17, -0.00
-0.95, 0.00
0.05, 0.00
0.06, 0.00
0.68, 0.00
0.50, 0.00
0.94, 0.00
-0.13, 0.00
-0.35, 0.00
-1.08, 0.00
-1.20, 0.00
-1.76, 0.00
-0.38, 0.00
0.06, 0.00
0.91, 0.00
0.83, 0.00
1.38, 0.00
0.90, 0.00
0.70, 0.00
-0.44, 0.00
-0.89, 0.00
-1.76, 0.00
-1.43, 0.00
-1.63, 0.00
-1.09, 0.00
-1.33, 0.00
-1.14, 0.00
-1.84, 0.00
-1.97, 0.00
-2.23, 0.00
-1.60, 0.00
-1.36, 0.00
-1.09, 0.00
-1.88, 0.00
-2.16, 0.00
-2.18, 0.00
-1.77, 0.00
-2.08, 0.00
-2.32, 0.00
-2.55, 0.00
-3.10, 0.00
-3.48, 0.00
-2.98, 0.00
-0.86, 0.00
1.10, 0.00
1.44, 0.00
1.58, 0.00
0.30, 0.00
-0.98, 0.00
-1.00, 0.00
-1.80, 0.00
-2.69, 0.00
0.12, 0.00
0.69, 0.00
-0.01, 0.00
-2.37, 0.00
0.59, 0.00
2.71, -0.00
-0.81, 0.00
-4.74, 0.01
0.20, 0.00
1.97, -0.00
-1.11, 0.00
1.18, -0.00
-1.69, 0.00
0.56, 0.00
-2.34, 0.00
-0.03, 0.00
-2.62, 0.00
-0.05, 0.00
-2.20, 0.00
0.12, 0.00
-2.41, 0.00
0.01, 0.00
-2.36, 0.00
0.34, -0.00
-1.49, 0.00
1.21, 0.00
-0.70, 0.00
1.74, -0.00
-0.50, -0.00
1.69, -0.00
-1.18, 0.00
0.87, -0.01
-0.73, -0.02
2.22, -0.01
0.37, -0.01
3.01, -0.00
0.83, -0.00
3.45, 0.00
1.00, 0.00
3.18, 0.00
0.37, 0.00
-3.06, 0.01
-0.39, 0.00
2.75, -0.00
-0.21, 0.00
2.07, -0.00
-1.64, 0.00
-6.38, 0.01
0.34, 0.00
2.31, -0.00
-0.36, 0.00
2.00, -0.00
-0.72, 0.00
1.78, -0.00
-0.99, 0.00
1.62, -0.00
-1.20, 0.00
1.08, -0.00
-1.96, 0.00
0.47, 0.00
-2.17, 0.00
0.38, 0.00
-2.22, 0.00
0.28, 0.00
-2.18, 0.00
0.26, 0.00
-2.42, 0.00
-0.15, 0.00
-2.87, 0.01
-0.13, 0.00
-5.23, 0.00
0.65, -0.01
-1.37, 0.00
0.85, 0.01
-1.43, 0.02
0.66, 0.01
-1.67, 0.01
0.26, 0.00
-1.77, 0.00
0.49, -0.00
-1.81, 0.00
-0.37, -0.00
-3.03, 0.00
1.33, -0.00
-0.94, 0.00
-9.07, 0.01
-11.58, 0.02
-6.46, 0.01
-2.82, 0.01
-0.84, 0.00
-1.49, 0.00
0.59, 0.00
-0.43, 0.00
1.44, -0.00
0.19, 0.00
1.84, -0.00
0.47, -0.00
2.12, -0.00
0.45, -0.00
1.64, -0.00
0.05, 0.00
1.65, -0.00
-0.08, 0.00
1.68, -0.00
0.14, 0.00
1.87, -0.00
0.23, -0.00
1.89, -0.00
0.15, 0.00
1.78, -0.00
-0.30, 0.00
1.12, -0.00
-0.98, 0.00
0.51, -0.00
-1.15, 0.00
0.42, -0.00
-1.78, 0.00
-0.43, 0.00
-1.60, 0.00
0.54, -0.00
-0.73, 0.00
1.22, -0.00
-0.24, 0.00
1.59, -0.00
-0.01, -0.00
1.78, -0.00
0.05, -0.00
1.74, -0.00
-0.05, -0.00
1.75, -0.00
-0.12, -0.00
1.14, -0.00
-1.19, 0.00
0.38, -0.00
-1.03, 0.00
1.03, -0.00
-0.51, 0.00
1.44, -0.00
-0.24, -0.00
1.67, -0.00
-0.09, -0.00
1.79, -0.00
-0.13, -0.00
1.42, -0.00
-0.35, -0.00
1.63, -0.00
-0.19, -0.00
1.77, -0.00
-0.12, -0.00
1.84, -0.00
-0.09, -0.00
1.93, -0.00
-0.06, -0.00
1.96, -0.00
-0.07, -0.00
1.98, -0.00
-0.09, -0.00
1.99, -0.00
-0.16, -0.00
1.80, -0.00
-0.50, -0.00
1.41, -0.00
-0.93, 0.00
0.95, -0.00
-1.22, 0.00
0.98, -0.00
-1.03, 0.00
1.16, -0.00
-0.92, 0.00
1.17, -0.00
-0.91, 0.00
1.26, -0.00
-0.83, 0.00
1.47, -0.00
-0.24, -0.00
2.28, -0.00
0.26, -0.00
2.61, -0.00
0.39, -0.00
2.81, -0.00
0.57, -0.00
3.07, -0.00
-1.15, 0.00
1.04, -0.00
2.45, -0.00
6.13, -0.01
5.75, -0.01
4.25, -0.01
2.95, -0.00
1.16, -0.00
-0.25, -0.00
-0.93, 0.00
-0.71, 0.00
0.42, -0.00
1.00, 0.00
