Frame,timestep,Id,Location_x,Location_y,Location_z,Rotation_x,Rotation_y,Rotation_z
181,9,204,39637.2,1654.0,0.184368,39637.2,1654.0,0.184368
182,9.05,197,39631.3,14275.1,3.37809,39631.3,14275.1,3.37809
182,9.05,204,39637.3,1598.34,0.184368,39637.3,1598.34,0.184368
183,9.1,197,39631.3,14230.5,3.37865,39631.3,14230.5,3.37865
183,9.1,204,39637.3,1542.66,0.184246,39637.3,1542.66,0.184246
184,9.15,197,39631.3,14185.7,3.37878,39631.3,14185.7,3.37878
184,9.15,204,39637.4,1486.99,0.184242,39637.4,1486.99,0.184242
185,9.2,197,39631.3,14141.1,3.38274,39631.3,14141.1,3.38274
185,9.2,204,39637.5,1431.3,0.184155,39637.5,1431.3,0.184155
186,9.25,197,39631.2,14096.6,3.38912,39631.2,14096.6,3.38912
186,9.25,204,39637.5,1375.61,0.184166,39637.5,1375.61,0.184166
187,9.3,197,39631.2,14052.6,3.39824,39631.2,14052.6,3.39824
187,9.3,204,39637.6,1319.91,0.184093,39637.6,1319.91,0.184093
188,9.35,197,39631.2,14009.1,3.40697,39631.2,14009.1,3.40697
188,9.35,204,39637.7,1264.21,0.184135,39637.7,1264.21,0.184135
189,9.4,197,39631.1,13966.1,3.41632,39631.1,13966.1,3.41632
189,9.4,204,39637.8,1208.49,0.184086,39637.8,1208.49,0.184086
190,9.45,197,39631.1,13923.7,3.42372,39631.1,13923.7,3.42372
190,9.45,204,39637.8,1152.79,0.183613,39637.8,1152.79,0.183613
191,9.5,197,39631.0,13882.0,3.43102,39631.0,13882.0,3.43102
191,9.5,204,39637.9,1097.08,0.170761,39637.9,1097.08,0.170761
192,9.55,197,39631.0,13840.9,3.43577,39631.0,13840.9,3.43577
192,9.55,204,39637.9,1041.37,0.157284,39637.9,1041.37,0.157284
193,9.6,197,39631.0,13800.4,3.44003,39631.0,13800.4,3.44003
193,9.6,204,39638.0,985.664,0.148117,39638.0,985.664,0.148117
194,9.65,197,39631.0,13760.5,3.44153,39631.0,13760.5,3.44153
194,9.65,204,39638.1,929.969,0.129978,39638.1,929.969,0.129978
195,9.7,197,39631.0,13721.2,3.44274,39631.0,13721.2,3.44274
195,9.7,204,39638.1,874.298,0.118835,39638.1,874.298,0.118835
196,9.75,197,39630.9,13682.3,3.44138,39630.9,13682.3,3.44138
196,9.75,204,39638.2,818.823,0.10725,39638.2,818.823,0.10725
197,9.8,197,39630.9,13643.8,3.4392,39630.9,13643.8,3.4392
197,9.8,204,39638.0,763.627,0.092289,39638.0,763.627,0.092289
198,9.85,197,39630.9,13605.5,3.43334,39630.9,13605.5,3.43334
198,9.85,204,39637.3,708.741,0.0891533,39637.3,708.741,0.0891533
199,9.9,197,39630.9,13567.3,3.42652,39630.9,13567.3,3.42652
199,9.9,204,39635.7,654.118,0.0775719,39635.7,654.118,0.0775719
200,9.95,197,39630.9,13529.0,3.41718,39630.9,13529.0,3.41718
200,9.95,204,39633.1,599.728,0.0652733,39633.1,599.728,0.0652733
201,10,197,39630.8,13490.7,3.40845,39630.8,13490.7,3.40845
201,10,204,39629.0,545.53,0.0647659,39629.0,545.53,0.0647659
202,10.05,197,39630.8,13452.0,3.39871,39630.8,13452.0,3.39871
202,10.05,204,39623.3,491.504,0.0697174,39623.3,491.504,0.0697174
203,10.1,197,39630.8,13413.0,3.39061,39630.8,13413.0,3.39061
203,10.1,204,39615.6,437.661,0.0775452,39615.6,437.661,0.0775452
204,10.15,197,39630.7,13373.7,3.38224,39630.7,13373.7,3.38224
204,10.15,204,39605.6,384.048,0.0861702,39605.6,384.048,0.0861702
205,10.2,197,39630.7,13334.0,3.37585,39630.7,13334.0,3.37585
205,10.2,204,39594.2,330.074,1.32608,39594.2,330.074,1.32608
206,10.25,197,39630.7,13293.8,3.36943,39630.7,13293.8,3.36943
206,10.25,204,39579.6,276.799,2.3116,39579.6,276.799,2.3116
207,10.3,197,39630.7,13253.3,3.36489,39630.7,13253.3,3.36489
207,10.3,204,39562.2,224.308,2.7048,39562.2,224.308,2.7048
208,10.35,197,39630.6,13212.2,3.36032,39630.6,13212.2,3.36032
208,10.35,204,39541.9,172.859,2.81627,39541.9,172.859,2.81627
209,10.4,197,39630.6,13170.7,3.35784,39630.6,13170.7,3.35784
209,10.4,204,39518.7,122.735,2.81061,39518.7,122.735,2.81061
210,10.45,197,39630.6,13128.8,3.35635,39630.6,13128.8,3.35635
210,10.45,204,39492.4,74.1875,2.76418,39492.4,74.1875,2.76418
211,10.5,197,39630.6,13086.7,3.35732,39630.6,13086.7,3.35732
211,10.5,204,39463.1,27.6134,3.08959,39463.1,27.6134,3.08959
212,10.55,197,39630.6,13044.2,3.35889,39630.6,13044.2,3.35889
212,10.55,204,39431.0,-16.7773,4.20753,39431.0,-16.7773,4.20753
213,10.6,197,39630.5,13001.5,3.36202,39630.5,13001.5,3.36202
213,10.6,204,39396.0,-59.144,4.73198,39396.0,-59.144,4.73198
214,10.65,197,39630.5,12958.6,3.36327,39630.5,12958.6,3.36327
214,10.65,204,39358.1,-99.0132,4.99397,39358.1,-99.0132,4.99397
215,10.7,197,39630.5,12915.4,3.36393,39630.5,12915.4,3.36393
215,10.7,204,39317.4,-135.99,5.13158,39317.4,-135.99,5.13158
216,10.75,197,39630.4,12871.8,3.36279,39630.4,12871.8,3.36279
216,10.75,204,39274.1,-169.832,5.20761,39274.1,-169.832,5.20761
217,10.8,197,39630.4,12827.9,3.36229,39630.4,12827.9,3.36229
217,10.8,204,39228.4,-200.389,5.25107,39228.4,-200.389,5.25107
218,10.85,197,39630.4,12783.7,3.3616,39630.4,12783.7,3.3616
218,10.85,204,39180.6,-227.591,5.27608,39180.6,-227.591,5.27608
219,10.9,197,39630.4,12739.1,3.36258,39630.4,12739.1,3.36258
219,10.9,204,39130.9,-251.406,5.29013,39130.9,-251.406,5.29013
220,10.95,197,39630.3,12694.4,3.36343,39630.3,12694.4,3.36343
220,10.95,204,39079.6,-271.855,5.29868,39079.6,-271.855,5.29868
221,11,197,39630.3,12649.4,3.36544,39630.3,12649.4,3.36544
221,11,204,39027.0,-288.987,5.30297,39027.0,-288.987,5.30297
222,11.05,197,39630.3,12604.2,3.3668,39630.3,12604.2,3.3668
222,11.05,204,38973.3,-302.9,5.30452,38973.3,-302.9,5.30452
223,11.1,197,39630.3,12558.9,3.36892,39630.3,12558.9,3.36892
223,11.1,204,38918.8,-313.692,5.30465,38918.8,-313.692,5.30465
224,11.15,197,39630.3,12513.3,3.37013,39630.3,12513.3,3.37013
224,11.15,204,38863.6,-321.519,5.30438,38863.6,-321.519,5.30438
225,11.2,197,39630.2,12467.6,3.37195,39630.2,12467.6,3.37195
225,11.2,204,38808.0,-326.524,5.30308,38808.0,-326.524,5.30308
226,11.25,197,39630.2,12421.7,3.37281,39630.2,12421.7,3.37281
226,11.25,204,38752.2,-328.884,5.30436,38752.2,-328.884,5.30436
227,11.3,197,39630.2,12375.7,3.37425,39630.2,12375.7,3.37425
227,11.3,204,38696.2,-328.759,5.30937,38696.2,-328.759,5.30937
228,11.35,197,39630.2,12329.5,3.37477,39630.2,12329.5,3.37477
228,11.35,204,38640.3,-326.338,5.31077,38640.3,-326.338,5.31077
229,11.4,197,39630.2,12283.2,3.37592,39630.2,12283.2,3.37592
229,11.4,204,38584.6,-321.755,5.31315,38584.6,-321.755,5.31315
230,11.45,197,39630.2,12236.8,3.37617,39630.2,12236.8,3.37617
230,11.45,204,38529.3,-315.104,4.96957,38529.3,-315.104,4.96957
231,11.5,197,39630.1,12190.2,3.37708,39630.1,12190.2,3.37708
231,11.5,204,38474.3,-306.899,4.25603,38474.3,-306.899,4.25603
232,11.55,197,39630.1,12143.4,3.37714,39630.1,12143.4,3.37714
232,11.55,204,38419.5,-297.289,3.78303,38419.5,-297.289,3.78303
233,11.6,197,39630.1,12096.6,3.37788,39630.1,12096.6,3.37788
233,11.6,204,38365.2,-285.709,3.48822,38365.2,-285.709,3.48822
234,11.65,197,39630.1,12049.6,3.37783,39630.1,12049.6,3.37783
234,11.65,204,38312.2,-271.233,2.69185,38312.2,-271.233,2.69185
235,11.7,197,39630.1,12002.4,3.37845,39630.1,12002.4,3.37845
235,11.7,204,38260.3,-254.621,1.69433,38260.3,-254.621,1.69433
236,11.75,197,39630.0,11955.2,3.37832,39630.0,11955.2,3.37832
236,11.75,204,38208.7,-237.702,1.14079,38208.7,-237.702,1.14079
237,11.8,197,39630.0,11907.8,3.37888,39630.0,11907.8,3.37888
237,11.8,204,38157.0,-221.392,0.809689,38157.0,-221.392,0.809689
238,11.85,197,39630.0,11860.2,3.37869,39630.0,11860.2,3.37869
238,11.85,204,38105.1,-205.755,0.601978,38105.1,-205.755,0.601978
239,11.9,197,39630.0,11812.6,3.3792,39630.0,11812.6,3.3792
239,11.9,204,38052.8,-190.986,0.466957,38052.8,-190.986,0.466957
240,11.95,197,39630.0,11764.8,3.37954,39630.0,11764.8,3.37954
240,11.95,204,38000.1,-177.32,0.37714,38000.1,-177.32,0.37714
241,12,197,39629.9,11717.1,3.38383,39629.9,11717.1,3.38383
241,12,204,37946.7,-164.986,0.316357,37946.7,-164.986,0.316357
242,12.05,197,39629.9,11669.7,3.39081,39629.9,11669.7,3.39081
242,12.05,204,37892.8,-154.161,0.274609,37892.8,-154.161,0.274609
243,12.1,197,39629.9,11622.8,3.40048,39629.9,11622.8,3.40048
243,12.1,204,37838.2,-144.991,0.245594,37838.2,-144.991,0.245594
244,12.15,197,39629.9,11576.4,3.40984,39629.9,11576.4,3.40984
244,12.15,204,37783.1,-137.584,0.225368,37783.1,-137.584,0.225368
245,12.2,197,39629.9,11530.6,3.41946,39629.9,11530.6,3.41946
245,12.2,204,37727.5,-131.995,0.211422,37727.5,-131.995,0.211422
246,12.25,197,39629.8,11485.4,3.42673,39629.8,11485.4,3.42673
246,12.25,204,37671.5,-128.241,0.202015,37671.5,-128.241,0.202015
247,12.3,197,39629.8,11440.9,3.433,39629.8,11440.9,3.433
247,12.3,204,37615.2,-126.286,0.195961,37615.2,-126.286,0.195961
248,12.35,197,39629.8,11396.9,3.43634,39629.8,11396.9,3.43634
248,12.35,204,37558.9,-126.059,0.192226,37558.9,-126.059,0.192226
249,12.4,197,39629.8,11353.5,3.43893,39629.8,11353.5,3.43893
249,12.4,204,37502.5,-127.438,0.190121,37502.5,-127.438,0.190121
250,12.45,197,39629.8,11310.6,3.43909,39629.8,11310.6,3.43909
250,12.45,204,37446.3,-130.282,0.189087,37446.3,-130.282,0.189087
251,12.5,197,39629.7,11268.1,3.43942,39629.7,11268.1,3.43942
251,12.5,204,37390.2,-134.409,0.188721,37390.2,-134.409,0.188721
252,12.55,197,39629.7,11226.2,3.43812,39629.7,11226.2,3.43812
252,12.55,204,37334.3,-139.629,0.188713,37334.3,-139.629,0.188713
253,12.6,197,39629.7,11184.6,3.43694,39629.7,11184.6,3.43694
253,12.6,204,37278.7,-145.731,0.188858,37278.7,-145.731,0.188858
254,12.65,197,39629.7,11143.3,3.43329,39629.7,11143.3,3.43329
254,12.65,204,37223.3,-152.508,0.189014,37223.3,-152.508,0.189014
255,12.7,197,39629.7,11102.3,3.42886,39629.7,11102.3,3.42886
255,12.7,204,37168.2,-159.746,0.189064,37168.2,-159.746,0.189064
256,12.75,197,39629.7,11061.3,3.42158,39629.7,11061.3,3.42158
256,12.75,204,37113.2,-167.247,0.188969,37113.2,-167.247,0.188969
257,12.8,197,39629.7,11020.3,3.41404,39629.7,11020.3,3.41404
257,12.8,204,37058.3,-174.817,0.188686,37058.3,-174.817,0.188686
258,12.85,197,39629.7,10979.0,3.40491,39629.7,10979.0,3.40491
258,12.85,204,37003.5,-182.289,0.188213,37003.5,-182.289,0.188213
259,12.9,197,39629.7,10937.6,3.39681,39629.7,10937.6,3.39681
259,12.9,204,36948.7,-189.506,0.187565,36948.7,-189.506,0.187565
260,12.95,197,39629.7,10895.8,3.38821,39629.7,10895.8,3.38821
260,12.95,204,36893.8,-196.337,0.186836,36893.8,-196.337,0.186836
261,13,197,39629.7,10853.7,3.38165,39629.7,10853.7,3.38165
261,13,204,36838.9,-202.665,0.186005,36838.9,-202.665,0.186005
262,13.05,197,39629.7,10811.2,3.37638,39629.7,10811.2,3.37638
262,13.05,204,36783.9,-208.396,0.185173,36783.9,-208.396,0.185173
263,13.1,197,39629.7,10768.6,3.3743,39629.7,10768.6,3.3743
263,13.1,204,36728.7,-213.452,0.184391,36728.7,-213.452,0.184391
264,13.15,197,39629.7,10725.7,3.37321,39629.7,10725.7,3.37321
264,13.15,204,36673.3,-217.781,0.18372,36673.3,-217.781,0.18372
265,13.2,197,39629.7,10682.8,3.37463,39629.7,10682.8,3.37463
265,13.2,204,36617.8,-221.34,0.18317,36617.8,-221.34,0.18317
266,13.25,197,39629.7,10639.7,3.37703,39629.7,10639.7,3.37703
266,13.25,204,36562.2,-224.117,0.182816,36562.2,-224.117,0.182816
267,13.3,197,39629.7,10596.8,3.38167,39629.7,10596.8,3.38167
267,13.3,204,36506.4,-226.106,0.182648,36506.4,-226.106,0.182648
268,13.35,197,39629.7,10554.0,3.38609,39629.7,10554.0,3.38609
268,13.35,204,36450.6,-227.331,0.18264,36450.6,-227.331,0.18264
269,13.4,197,39629.7,10511.3,3.39193,39629.7,10511.3,3.39193
269,13.4,204,36394.7,-227.822,0.182758,36394.7,-227.822,0.182758
270,13.45,197,39629.7,10468.9,3.39694,39629.7,10468.9,3.39694
270,13.45,204,36338.8,-227.629,0.183022,36338.8,-227.629,0.183022
271,13.5,197,39629.7,10426.9,3.40264,39629.7,10426.9,3.40264
271,13.5,204,36282.9,-226.811,0.183384,36282.9,-226.811,0.183384
272,13.55,197,39629.7,10385.1,3.40689,39629.7,10385.1,3.40689
272,13.55,204,36227.0,-225.44,0.183788,36227.0,-225.44,0.183788
273,13.6,197,39629.7,10343.7,3.41166,39629.7,10343.7,3.41166
273,13.6,204,36171.2,-223.592,0.184181,36171.2,-223.592,0.184181
274,13.65,197,39629.7,10302.6,3.41486,39629.7,10302.6,3.41486
274,13.65,204,36115.4,-221.351,0.18457,36115.4,-221.351,0.18457
275,13.7,197,39629.7,10261.9,3.41856,39629.7,10261.9,3.41856
275,13.7,204,36059.7,-218.8,0.184883,36059.7,-218.8,0.184883
276,13.75,197,39629.7,10221.6,3.42086,39629.7,10221.6,3.42086
276,13.75,204,36004.1,-216.027,0.185131,36004.1,-216.027,0.185131
277,13.8,197,39629.7,10181.8,3.42474,39629.7,10181.8,3.42474
277,13.8,204,35948.5,-213.111,0.185307,35948.5,-213.111,0.185307
278,13.85,197,39629.7,10142.5,3.42787,39629.7,10142.5,3.42787
278,13.85,204,35892.9,-210.135,0.185371,35892.9,-210.135,0.185371
279,13.9,197,39629.7,10103.8,3.43229,39629.7,10103.8,3.43229
279,13.9,204,35837.4,-207.168,0.185352,35837.4,-207.168,0.185352
280,13.95,197,39629.7,10065.7,3.43523,39629.7,10065.7,3.43523
280,13.95,204,35781.9,-204.281,0.185246,35781.9,-204.281,0.185246
281,14,197,39629.7,10028.1,3.43884,39629.7,10028.1,3.43884
281,14,204,35726.4,-201.53,0.185066,35726.4,-201.53,0.185066
282,14.05,197,39629.7,9991.15,3.44027,39629.7,9991.15,3.44027
282,14.05,204,35670.9,-198.967,0.18486,35670.9,-198.967,0.18486
283,14.1,197,39629.7,9954.75,3.44199,39629.7,9954.75,3.44199
283,14.1,204,35615.4,-196.636,0.184628,35615.4,-196.636,0.184628
284,14.15,197,39629.7,9918.82,3.44128,39629.7,9918.82,3.44128
284,14.15,204,35559.9,-194.57,0.184399,35559.9,-194.57,0.184399
285,14.2,197,39629.7,9883.4,3.44071,39629.7,9883.4,3.44071
285,14.2,204,35504.3,-192.789,0.184158,35504.3,-192.789,0.184158
286,14.25,197,39629.7,9848.3,3.43745,39629.7,9848.3,3.43745
286,14.25,204,35448.6,-191.316,0.183979,35448.6,-191.316,0.183979
287,14.3,197,39629.7,9813.5,3.43348,39629.7,9813.5,3.43348
287,14.3,204,35392.9,-190.156,0.183838,35392.9,-190.156,0.183838
288,14.35,197,39629.7,9778.75,3.42601,39629.7,9778.75,3.42601
288,14.35,204,35337.2,-189.313,0.183746,35337.2,-189.313,0.183746
289,14.4,197,39629.7,9744.02,3.41837,39629.7,9744.02,3.41837
289,14.4,204,35281.5,-188.776,0.183708,35281.5,-188.776,0.183708
290,14.45,197,39629.7,9709.09,3.4087,39629.7,9709.09,3.4087
290,14.45,204,35225.8,-188.537,0.183731,35225.8,-188.537,0.183731
291,14.5,197,39629.7,9673.98,3.40023,39629.7,9673.98,3.40023
291,14.5,204,35170.0,-188.573,0.183788,35170.0,-188.573,0.183788
292,14.55,197,39629.7,9638.51,3.3909,39629.7,9638.51,3.3909
292,14.55,204,35114.2,-188.865,0.183907,35114.2,-188.865,0.183907
293,14.6,197,39629.7,9602.73,3.3835,39629.7,9602.73,3.3835
293,14.6,204,35058.5,-189.382,0.184006,35058.5,-189.382,0.184006
294,14.65,197,39629.7,9566.51,3.37579,39629.7,9566.51,3.37579
294,14.65,204,35002.7,-190.096,0.184151,35002.7,-190.096,0.184151
295,14.7,197,39629.7,9529.9,3.37017,39629.7,9529.9,3.37017
295,14.7,204,34947.0,-190.973,0.184265,34947.0,-190.973,0.184265
296,14.75,197,39629.7,9492.81,3.36465,39629.7,9492.81,3.36465
296,14.75,204,34891.3,-191.983,0.184383,34891.3,-191.983,0.184383
297,14.8,197,39629.7,9455.38,3.36239,39629.7,9455.38,3.36239
297,14.8,204,34835.6,-193.087,0.184494,34835.6,-193.087,0.184494
298,14.85,197,39629.7,9417.6,3.36143,39629.7,9417.6,3.36143
298,14.85,204,34779.9,-194.258,0.184566,34779.9,-194.258,0.184566
299,14.9,197,39629.7,9379.64,3.36335,39629.7,9379.64,3.36335
299,14.9,204,34724.2,-195.46,0.184597,34724.2,-195.46,0.184597
300,14.95,197,39629.7,9341.52,3.36618,39629.7,9341.52,3.36618
300,14.95,204,34668.6,-196.667,0.184601,34668.6,-196.667,0.184601
301,15,197,39629.7,9303.39,3.37122,39629.7,9303.39,3.37122
301,15,204,34613.0,-197.849,0.184593,34613.0,-197.849,0.184593
302,15.05,197,39629.7,9265.23,3.3756,39629.7,9265.23,3.3756
302,15.05,204,34557.3,-198.984,0.184551,34557.3,-198.984,0.184551
303,15.1,197,39629.7,9227.14,3.38086,39629.7,9227.14,3.38086
303,15.1,204,34501.7,-200.05,0.184471,34501.7,-200.05,0.184471
304,15.15,197,39629.7,9189.09,3.38467,39629.7,9189.09,3.38467
304,15.15,204,34446.0,-201.041,0.184395,34446.0,-201.041,0.184395
305,15.2,197,39629.7,9151.2,3.38948,39629.7,9151.2,3.38948
305,15.2,204,34390.4,-201.92,0.184307,34390.4,-201.92,0.184307
306,15.25,197,39629.7,9113.42,3.39303,39629.7,9113.42,3.39303
306,15.25,204,34334.7,-202.684,0.184246,34334.7,-202.684,0.184246
307,15.3,197,39629.7,9075.86,3.39744,39629.7,9075.86,3.39744
307,15.3,204,34279.0,-203.329,0.184177,34279.0,-203.329,0.184177
308,15.35,197,39629.7,9038.48,3.40035,39629.7,9038.48,3.40035
308,15.35,204,34223.4,-203.853,0.184132,34223.4,-203.853,0.184132
309,15.4,197,39629.7,9001.36,3.40409,39629.7,9001.36,3.40409
309,15.4,204,34167.7,-204.25,0.184109,34167.7,-204.25,0.184109
310,15.45,197,39629.6,8964.46,3.40645,39629.6,8964.46,3.40645
310,15.45,204,34111.9,-204.528,0.184078,34111.9,-204.528,0.184078
311,15.5,197,39629.6,8927.87,3.40984,39629.6,8927.87,3.40984
311,15.5,204,34056.2,-204.685,0.184067,34056.2,-204.685,0.184067
312,15.55,197,39629.6,8891.54,3.41172,39629.6,8891.54,3.41172
312,15.55,204,34000.5,-204.735,0.18409,34000.5,-204.735,0.18409
313,15.6,197,39629.6,8855.57,3.41458,39629.6,8855.57,3.41458
313,15.6,204,33944.8,-204.68,0.184135,33944.8,-204.68,0.184135
314,15.65,197,39629.6,8819.88,3.41594,39629.6,8819.88,3.41594
314,15.65,204,33889.1,-204.537,0.184162,33889.1,-204.537,0.184162
315,15.7,197,39629.6,8784.56,3.41839,39629.6,8784.56,3.41839
315,15.7,204,33833.4,-204.313,0.184204,33833.4,-204.313,0.184204
316,15.75,197,39629.6,8749.55,3.41928,39629.6,8749.55,3.41928
316,15.75,204,33777.7,-204.023,0.184235,33777.7,-204.023,0.184235
317,15.8,197,39629.6,8714.93,3.42127,39629.6,8714.93,3.42127
317,15.8,204,33722.0,-203.678,0.184288,33722.0,-203.678,0.184288
318,15.85,197,39629.6,8680.65,3.42252,39629.6,8680.65,3.42252
318,15.85,204,33666.3,-203.295,0.18433,33666.3,-203.295,0.18433
319,15.9,197,39629.6,8647.06,3.42884,39629.6,8647.06,3.42884
319,15.9,204,33610.6,-202.881,0.184341,33610.6,-202.881,0.184341
320,15.95,197,39629.5,8614.23,3.43646,39629.5,8614.23,3.43646
320,15.95,204,33554.9,-202.455,0.184357,33554.9,-202.455,0.184357
321,16,197,39629.5,8582.2,3.44334,39629.5,8582.2,3.44334
321,16,204,33499.2,-202.022,0.18438,33499.2,-202.022,0.18438
322,16.05,197,39629.5,8550.67,3.44427,39629.5,8550.67,3.44427
322,16.05,204,33443.5,-201.599,0.184357,33443.5,-201.599,0.184357
323,16.1,197,39629.5,8521.04,3.4678,39629.5,8521.04,3.4678
323,16.1,204,33387.8,-201.191,0.184353,33387.8,-201.191,0.184353
324,16.15,197,39629.5,8493.24,3.48932,39629.5,8493.24,3.48932
324,16.15,204,33332.2,-200.808,0.184326,33332.2,-200.808,0.184326
325,16.2,197,39629.5,8467.41,3.51014,39629.5,8467.41,3.51014
325,16.2,204,33276.5,-200.448,0.184299,33276.5,-200.448,0.184299
326,16.25,197,39629.5,8443.23,3.50053,39629.5,8443.23,3.50053
326,16.25,204,33220.8,-200.141,0.184292,33220.8,-200.141,0.184292
327,16.3,197,39629.5,8420.26,3.4907,39629.5,8420.26,3.4907
327,16.3,204,33165.1,-199.879,0.184265,33165.1,-199.879,0.184265
328,16.35,197,39629.4,8398.2,3.48158,39629.4,8398.2,3.48158
328,16.35,204,33109.4,-199.663,0.184235,33109.4,-199.663,0.184235
329,16.4,197,39629.4,8376.8,3.47122,39629.4,8376.8,3.47122
329,16.4,204,33053.7,-199.492,0.184219,33053.7,-199.492,0.184219
330,16.45,197,39629.4,8355.89,3.45973,39629.4,8355.89,3.45973
330,16.45,204,32998.0,-199.373,0.184212,32998.0,-199.373,0.184212
331,16.5,197,39629.4,8335.3,3.44748,39629.4,8335.3,3.44748
331,16.5,204,32942.3,-199.299,0.184204,32942.3,-199.299,0.184204
332,16.55,197,39629.4,8314.78,3.4331,39629.4,8314.78,3.4331
332,16.55,204,32886.6,-199.274,0.184185,32886.6,-199.274,0.184185
333,16.6,197,39629.4,8294.07,3.41663,39629.4,8294.07,3.41663
333,16.6,204,32830.9,-199.29,0.184208,32830.9,-199.29,0.184208
334,16.65,197,39629.4,8272.99,3.39969,39629.4,8272.99,3.39969
334,16.65,204,32775.2,-199.349,0.184219,32775.2,-199.349,0.184219
335,16.7,197,39629.4,8251.45,3.38382,39629.4,8251.45,3.38382
335,16.7,204,32719.5,-199.442,0.184219,32719.5,-199.442,0.184219
336,16.75,197,39629.4,8229.4,3.36996,39629.4,8229.4,3.36996
336,16.75,204,32663.8,-199.568,0.184235,32663.8,-199.568,0.184235
337,16.8,197,39629.4,8206.82,3.35851,39629.4,8206.82,3.35851
337,16.8,204,32608.1,-199.72,0.184254,32608.1,-199.72,0.184254
338,16.85,197,39629.3,8183.69,3.34945,39629.3,8183.69,3.34945
338,16.85,204,32552.4,-199.894,0.184265,32552.4,-199.894,0.184265
339,16.9,197,39629.3,8160.01,3.34249,39629.3,8160.01,3.34249
339,16.9,204,32496.8,-200.188,0.184498,32496.8,-200.188,0.184498
340,16.95,197,39629.3,8135.78,3.3373,39629.3,8135.78,3.3373
340,16.95,204,32441.3,-200.517,0.185577,32441.3,-200.517,0.185577
341,17,197,39629.3,8111.0,3.33348,39629.3,8111.0,3.33348
341,17,204,32386.1,-200.822,0.187057,32386.1,-200.822,0.187057
342,17.05,197,39629.3,8085.67,3.352,39629.3,8085.67,3.352
342,17.05,204,32331.1,-201.12,0.188293,32331.1,-201.12,0.188293
343,17.1,197,39629.2,8059.97,3.36369,39629.2,8059.97,3.36369
343,17.1,204,32276.4,-201.408,0.18885,32276.4,-201.408,0.18885
344,17.15,197,39629.2,8034.6,3.37792,39629.2,8034.6,3.37792
344,17.15,204,32221.8,-201.666,0.188652,32221.8,-201.666,0.188652
345,17.2,197,39629.2,8009.12,3.37641,39629.2,8009.12,3.37641
345,17.2,204,32167.2,-201.897,0.187817,32167.2,-201.897,0.187817
346,17.25,197,39629.2,7983.01,3.37465,39629.2,7983.01,3.37465
346,17.25,204,32112.5,-202.109,0.186512,32112.5,-202.109,0.186512
347,17.3,197,39629.2,7957.22,3.38194,39629.2,7957.22,3.38194
347,17.3,204,32057.6,-202.29,0.184898,32057.6,-202.29,0.184898
348,17.35,197,39629.1,7931.78,3.39092,39629.1,7931.78,3.39092
348,17.35,204,32002.5,-202.442,0.183193,32002.5,-202.442,0.183193
349,17.4,197,39629.1,7906.44,3.39487,39629.1,7906.44,3.39487
349,17.4,204,31947.2,-202.56,0.181564,31947.2,-202.56,0.181564
350,17.45,197,39629.1,7881.23,3.3975,39629.1,7881.23,3.3975
350,17.45,204,31891.5,-202.648,0.180233,31891.5,-202.648,0.180233
351,17.5,197,39629.1,7855.93,3.39563,39629.1,7855.93,3.39563
351,17.5,204,31835.7,-202.704,0.179367,31835.7,-202.704,0.179367
352,17.55,197,39629.1,7830.58,3.39384,39629.1,7830.58,3.39384
352,17.55,204,31779.6,-202.733,0.179039,31779.6,-202.733,0.179039
353,17.6,197,39629.0,7804.99,3.38901,39629.0,7804.99,3.38901
353,17.6,204,31723.4,-202.733,0.17918,31723.4,-202.733,0.17918
354,17.65,197,39629.0,7779.22,3.38538,39629.0,7779.22,3.38538
354,17.65,204,31667.1,-202.711,0.179733,31667.1,-202.711,0.179733
355,17.7,197,39629.0,7753.09,3.37967,39629.0,7753.09,3.37967
355,17.7,204,31610.7,-202.666,0.180588,31610.7,-202.666,0.180588
356,17.75,197,39629.0,7726.69,3.37581,39629.0,7726.69,3.37581
356,17.75,204,31554.4,-202.605,0.181656,31554.4,-202.605,0.181656
357,17.8,197,39629.0,7699.85,3.3704,39629.0,7699.85,3.3704
357,17.8,204,31498.2,-202.528,0.182835,31498.2,-202.528,0.182835
358,17.85,197,39629.0,7672.62,3.36622,39629.0,7672.62,3.36622
358,17.85,204,31442.1,-202.442,0.183987,31442.1,-202.442,0.183987
359,17.9,197,39628.9,7644.5,3.35373,39628.9,7644.5,3.35373
359,17.9,204,31386.2,-202.348,0.18502,31386.2,-202.348,0.18502
360,17.95,197,39628.9,7615.77,3.34869,39628.9,7615.77,3.34869
360,17.95,204,31330.4,-202.251,0.18589,31330.4,-202.251,0.18589
361,18,197,39628.9,7586.69,3.34885,39628.9,7586.69,3.34885
361,18,204,31274.7,-202.152,0.186531,31274.7,-202.152,0.186531
362,18.05,197,39628.9,7557.49,3.35423,39628.9,7557.49,3.35423
362,18.05,204,31219.2,-202.055,0.186928,31219.2,-202.055,0.186928
363,18.1,197,39628.9,7528.18,3.36052,39628.9,7528.18,3.36052
363,18.1,204,31163.7,-201.96,0.18705,31163.7,-201.96,0.18705
364,18.15,197,39628.8,7499.01,3.36973,39628.8,7499.01,3.36973
364,18.15,204,31108.4,-201.868,0.186916,31108.4,-201.868,0.186916
365,18.2,197,39628.8,7469.96,3.37799,39628.8,7469.96,3.37799
